prediction,goldlabel,questions,passages_len
"le CNO est suspendu, et des Athl",le CNO est suspendu,question: Pourquoi l'equipe du Koweit est une equipe independante ? </s>,1
"l'acoustique, la musique, l'",propriétés statiques caractéristiques,question: Quelle particularite ont les bruits ? </s>,1
Madrid,la Coupe intercontinentale,question: Quel tournoi a l'Inter gagne ? </s>,1
fleurs,nectar des fleurs,question: quelle est la nourriture des abeilles </s>,1
trois,trois,question: Combien y a-t-il de langues officielles au Nunavut ? </s>,1
Dark Ages,XIIe siècle av. J.-C,"question: Quelle periode est appelee ""siecles obscurs"" pour la Grece? </s>",1
le Mosher breathing exercise,Mosher breathing exercise,question: Quel nom porte cette pratique ? </s>,1
200 à 300,200 à 300 cavaliers,question: Combien d'insurges le suivirent dans cette ultime contre-offensive? </s>,1
Alberto Azzo II,d'Este,question: Qui cree la Maison d’Este ? </s>,1
Juventus,la Juventus,question: De quel club venaient Patrick Viera et Zlatan Ibrahimovic lorsqu'ils ont rejoint le FC Internazionale Milano ? </s>,1
leurs dévotions,les faire tuer pour lui,question: que recherche Lucifer de ses fans ? </s>,1
"l'Inter et le Milan AC, de 60 000",la modification de la loi sur la fraude fiscale,"question: Quel fait a permis, retroactivement, aux deux clubs d'eviter une sanction penale ? </s>",1
Jean-Arnaud de Castellane,La foule,question: Qui a tue les 44 prisonniers ? </s>,1
rapatrier d'urgence à Görlitz,examen,question: Que doit subir Jakob Bohme avant d’obtenir les derniers sacrements ? </s>,1
Annales de l'Observatoire astronomique de l,elle publia ses résultats dans les Annales de l',question: Ou peuvent se lire la publication des resultats de Leavitt ? </s>,1
Louis XIV,Madame de Villette,question: Qui etait la tante de Francoise ? </s>,1
faculté des lettres,La faculté des lettres,question: Quelle faculte a ete creee en 1846 ? </s>,1
université Columbia,Professeur à l'université Columbia,question: Ou Oliver Sacks a-t-il ete professeur ? </s>,1
les animaux maximisent leur profitabilité,"maximisent leur profitabilité, en choisissant les plus grosse",question: Quelle est la strategie animale pour se nourir ? </s>,1
25 janvier 2002,Le 25 janvier 2002,question: Quand Florian Schillinger obtient il le titre de champion du monde junior ? </s>,1
tribus kabyles,des tribus kabyles,question: Avec l'aide de qui les freres Barberousse repoussent ils les Espagnols ? </s>,1
très lifté,"très lifté, se révèle redoutable (49,7",question: Comment est le second service de Maria Kirilenko? </s>,1
fiscale et de l'immunité judiciaire,l'exemption fiscale et de l',question: Quelles etaient les privileges du clerge ? </s>,1
Evert Gysberths,Evert Gysberths,question: Quel erudit ajoute une mention sur la carte ? </s>,1
l'évolution des sociétés,anthropologie,question: De quoi l'evolutionnisme est considere une sous-discipline ? </s>,1
quatre,quatre,question: Combien de mouvements compte la Symphonie n°9 de Mahler ? </s>,1
pour toutes ses créations,le Dr Arnim Zola récupèrent avec succès de,"question: Pour quelle raison, Schmidt veut tuer Zola ? </s>",1
La musique,excité,question: Quel etat traduit une stimulation du desir et des processus psychiques ? </s>,1
parfumerie française,le lancement d'un prêt-à-porter,question: Quel fut le concept qui changea l'industrie de la couture apres 1965? </s>,1
argile,terre,question: en quel materiau etait fabrique le mridang? </s>,1
traité de Paris,colonies,question: Quel statut juridique ont les Caraibes en 1776 ? </s>,1
68 000 mégawatts,40 gigawatts,question: Quelle est la production d'electricite de l'Afrique du Sud ? </s>,1
7-1,1,question: Combien de bus Perpignan inscrit-il face au CORT ? </s>,1
sur le corps humain et ses mouvements,le corps humain et ses mouvements,question: Quel est l'objet d'etude de Bruce Nauman ? </s>,1
résistance contre les envahisseurs,Xe siècle,question: Quelle epoque fut marquee par l'emancipation des princes vis a vis du pouvoir royal? </s>,1
Jeffery Amherst,Jeffery Amherst,question: Qui impose ses conditions a la France lors de la capitulation de Montreal ? </s>,1
Michel Cadot,Michel Cadot,question: Comment s'appelle le prefet de region ? </s>,1
vertus protectrices,vertus protectrices,question: A quoi fait reference la decoration de la production artisanale ? </s>,1
grise,grise,question: Quel la couleur de peau de rhinoceros ? </s>,1
les musiques et les danses africaines,divers,question: Quel est le contraire d'unique ? </s>,1
milieu Malatrasi,attaquants,question: En quelle position jouait Peiro ? </s>,1
"chrétiens, protestantisme, orthodoxie","chrétiens, protestantisme, orthodoxie",question: Quelles religions sont presentes dans la ville ? </s>,1
UNESCO,République,question: Quelle est la forme institutionnelle de l'Afrique du Sud ? </s>,1
221 à 206 av. J.-C,221,question: Quand debute l’ere imperiale chinoise ? </s>,1
Over the Rainbow,Gossip Girl,question: Quel est le nom du premier album de Rainbow ? </s>,1
l'époque soviétique,époque soviétique,question: A quelle periode la ville connait des changements architecturaux majeurs ? </s>,1
bilingue varie d'une province à,bilingue,question: Quelle est la langue utilisee pour la signalisation routiere au Canada ? </s>,1
aux fenêtres,Des vitraux en losange,question: Par quoi les vitres sont-elles remplacees ? </s>,1
1026,1026,question: Vers quelle annee Albertazzo herite-t-il de son pere ? </s>,1
plus de 4 000,4 000 titres,question: Combien de revues contient la litterature coeur ? </s>,1
cohabitation avec le président de la République,situation de cohabitation,question: Quelle etait la situation politique a ce moment la ? </s>,1
l'université impériale,université impériale,question: A quelle organisme est rattachee l'ecole de droit a partir de 1808 ? </s>,1
lvares et Dias,lvares et Dias,question: Qui a calcule la position de l'ile en longitude ? </s>,1
ses membres,ses membres,question: Qui detient le capital social des cabinets de solliciteurs ? </s>,1
golf,le golf,question: Quel sport se joue avec un club ? </s>,1
12 square Grimmaurd,"12, square Grimmaurd",question: Ou est loge l'ordre du phenix a Londres? </s>,1
hybride,système présidentiel et un système parlementaire,question: Comment est organise le gouvernement suisse ? </s>,1
Daniel Perry,Daniel Perry,question: Qui est l’architecte ? </s>,1
Calabre,la Calabre,question: Dans quelle region Guillaume et Guaimar lancent-ils leur conquete en 1044 ? </s>,1
vingt-quatre kilomètres,Paris-Notre-Dame,question: quel est le point zero de toutes les routes de France ? </s>,1
au moins en partie des relations causales qu'un,des relations causales qu'un individu entretient avec,question: De quoi depend la comprehension des concepts ? </s>,1
douze,douze buts,question: Combien de buts a marque Giuseppe Meazza lors de sa premiere saison avec le FC Internazionale Milano ? </s>,1
quatrième,elle se classe quatrième radio de France,"question: En debut d'annee 2005, France Info est classe a quelle position dans le top 10 des radios francaise ? </s>",1
Bathurst,Bathurst,question: Ou est batie la premiere usine moderne? </s>,1
au plus haut niveau et multiplie les entraîneurs,au plus haut niveau,question: Ou l'equipe n'arrive pas a se maintenir ? </s>,1
Robert Monckton,les soldats britanniques,question: Qui lance l'attaque qui mene a la bataille de Fort Beausejour ? </s>,1
provinces,Les provinces,question: Qui gerent les programmes sociaux ? </s>,1
dislocation de l'URSS en 1991,dislocation de l'URSS,question: Quel evenement a rendu la Transnistrie independante par defaut ? </s>,1
au coin de la Cinquième Avenue et de la 29,au coin de la Cinquième Avenue et de la 29,question: Ou est situe le petit cimetiere de l’eglise ? </s>,1
"dépossédés de leurs terres, la classe",les paysans dépossédés de leurs terres,question: Pourquoi les paysans ne sont-ils pas satisfaits ? </s>,1
le soleil,"« Notre grand ennemi, en Afrique, c’","question: D'apres le docteur Schweitzer, quel est le grand ennemi en Afrique ? </s>",1
Chine,Chine,question: Ou a ete utilise le premier haut fourneau ? </s>,1
Petite Kabylie,1848,question: Quelle est l’annee de la conquete du Constantinois ? </s>,1
15 juin 1930,15 juin 1930,question: Quand a eu lieu la 15e journee de la phase retour ? </s>,1
crime,"aurait parlé, en termes peu mesuré",question: De quoi est accuse Du Bosc par les jesuites ? </s>,1
hypertension artérielle et de l'apparition,la pression partielle en oxygène dans le sang,question: Pourquoi l'apnee du sommeil provoque  une hypoxemie chronique </s>,1
ingénieur,officier du génie,question: Quel etait la profession de Le Michaud d'Arcon ? </s>,1
Harry Potter et l'Ordre du phé,Dans Harry Potter et l'Ordre du,question: Dans quel livre Hermione enchante de faux gallions ? </s>,1
clause d'incompatibilité,"l'article I, section 6 de la constitution des États-",question: Qu'est-ce qui empeche un officier des Etats-Unis de servir au congres ? </s>,1
construction de ce train rapide devait entraîner des retards dans,s'il apparaissait que la construction de ce train,question: A quelles conditions peut on envisager que la mise en service du CDG Express soit repoussee apres 2024 selon Michel Cadot ? </s>,1
une voix rauque et des textes inspirés par,voix rauque et des textes inspirés par,question: Quelles sont les caracteristiques du rap de Medine ? </s>,1
1992,1992,question: Quelle annee a ete editee la loi sur la propriete des eglises? </s>,1
Adriano,Adriano,question: Qui est le leader de l'equipe a l'epoque ? </s>,1
Pierre de Rigaud de Vaudreuil de Cava,Pierre de Rigaud de Vaudreuil de Cava,question: Qui a le titre de marquis de Vaudreuil ? </s>,1
Time Warner,en 1996,question: En quelle annee les deux boites de production ont-elles fusionnees ? </s>,1
grand prix d'été de l'Alpen Cup 2001,le grand prix d'été de l'Alpen Cup,question: Quel prix obtient Florian Schillinger suite a sa deuxieme victoire a Hinterzarten ? </s>,1
les noms d'arbres et de mamm,les noms d'arbres et de mamm,question: Sur quoi  ont par exemple porte les differents sur l'indo-europeen ? </s>,1
vice-ministre général du Conseil des Affaires,vice-ministre du Ministère du Commerce,question: Qui est Gao Hucheng ? </s>,1
baie de Fundy,baie de Fundy,question: Quel autre nom est donne a la baie francaise ? </s>,1
dose létale médiane,la dose létale médiane,question: Qu'est-ce qui n'existe pas pour les OGM ? </s>,1
"bataille de Fort Bull, la bataille de Fort Bull, la bataille de",la prise de la vallée de l'Ohio,question: Qu'est-ce qui est en jeu lors de la bataille du Lac George ? </s>,1
Sciences Po,Sciences Po,question: Quel est le surnom des IEP </s>,1
Ten,Ten,question: Combien de catcheurs Fenix a-t-il combattu lors de l'evenement Triplemania XXII? </s>,1
près de sept ans,sept ans,question: Quelle est la duree du conflit entre la Nouvelle-France et la Nouvelle-Angleterre ? </s>,1
"particulièrement robuste, modulaire et redondante","doit d'être particulièrement robuste, modulaire e",question: Comment doit etre la construction? </s>,1
Benjamin Delessert,Antoine Lasègue,question: Qui etait le pere d’Ernest-Charles Lasegue ? </s>,1
Robert Bruce,l’armée écossaise,question: qui a gagne la bataille de Bannockburn ? </s>,1
statut de Coco Chanel et du mimétisme de son,en partie à cause du statut de Coco Chanel et,question: Qu'est ce qui est a l'origine d'une peau pigmentee par le soleil comme attribut de mode ? </s>,1
limite orientale de Jéricho,à la limite orientale de Jéricho,question: Ou se situe Guilgal ? </s>,1
souvent,souvent,question: A quelle frequence organisait-elle des reunions ? </s>,1
l'accès au gibier et à la,l'accès au gibier et à la,question: Qu’ameliore l’usage d’aboiteaux ? </s>,1
des découvertes et des collectes d'information,des fossiles affleurants,question: Qu'est ce qui pourrait facilement etre etudie ? </s>,1
hétérosexuel,mariage religieux restant hétérosexuel,question: le mariage religieux est il ouvert aux couples homosexuels ? </s>,1
six,six,question: Combien d'IEP proposent un concours commun ? </s>,1
onze mois et demi,onze mois et demi,question: Combien de temps le Treblinka a-t-il ete en activite ? </s>,1
LNH,la LNH,question: Qui est l'organisateur de la Coupe du monde ? </s>,1
roches calcaires,indicateur d'azote vivant en situation de dem,question: Quel est l'interet en matiere de marqueur biologique de la presence de la plante? </s>,1
considérable,un manque à gagner fiscal important,question: Quelle est la consequence du poids de l'economie informelle en Afrique ? </s>,1
Berlinoises,les Berlinois et les Berlinoises,question: Quelle est la denomination pour les habitants et les habitantes de Berlin ? </s>,1
conservateurs,les conservateurs,question: Quel est le groupe politique oppose aux progressistes ? </s>,1
de feuilles et de jeunes pousses d'arbre,de feuilles et de jeunes pousses d'arbre,question: Que mange le rhinoceros noir ? </s>,1
Stephen,le Petit Palais,question: Sur quel site francais sterling Clark avait-il un projet  ? </s>,1
Québec,Québec,question: Au Canada ou vivent majoritairement ceux dont la premiere langue est le francais ? </s>,1
Inter,la Roma,question: Quelle equipe detenait le record du nombre de victoire d'affilee en Serie A avant que le FC Internazionale Milano ne batte le record en 2006-2007 ? </s>,1
Rome,Rome,"question: En 2016, quelle est la capitale de l'Italie? </s>",1
