prediction,goldlabel,questions,passages_len
le 4 juillet 2013,le 4 juillet 2013,question: Quand est sorti la video du morceau Home ? </s>,1
Hurons et les Algonquins,"Hurons et les Algonquins, e",question: Quels sont les allies des Francais ? </s>,1
Thomas Laurent/Oliver Jarvis/Ho-Pin,Thomas Laurent/Oliver Jarvis/Ho-Pin,question: Qui a fait le deuxieme temps </s>,1
la population de la ville avait été évacuée,la population de la ville avait été évacuée,question: Y avait-il encore des civils dans Savenay au moment de la bataille? </s>,1
indépendance,indépendance,question: Quel est le statut du royaume ibadite par rapport au califat des Abbassides ? </s>,1
surveillance du commerce,le rôle de surveillance du commerce,question: Quelle nouvelle fonction la troisieme Ordonnance confere-t-elle a la Chambre de Commerce ? </s>,1
États-Unis,États-Unis,question: Contre qui le Mexique perd-il la guerre ? </s>,1
Ulcérés,Ulcérés,question: Quel etait l'etat d'esprit des japonais lors du traite de Versailles? </s>,1
interdiction de toute forme de prospection,interdiction de toute forme de prospection,question: Qu'est ce qui cause un faible nombre d'etudes du site ? </s>,1
symbole de l'occupation normande,il constituait un élément important des défenses de,question: Quel etait le role de la place-forte dans la protection de la cite de Kilkenny? </s>,1
L'odorat,L'odorat,question: Quel est le sens le plus developpe chez le rhinoceros blanc ? </s>,1
à partir de 2017,à partir de 2017,question: quand le courrier de l'UNESCO est-il de nouveau publie ? </s>,1
Han Zheng,Han Zheng,question: Qui etait le maire de Shanghai en 2010 ? </s>,2
sur tapis vert,sur tapis vert,question: Comment le FC Internazionale Milano obtient il le titre de champion d'Italie en 2006 ? </s>,1
"Jean Sablon, Charles Trénet, Édith","Jean Sablon, Charles Trénet, Édith",question: qui etaient les grandes stars francaise dans les annees 30? </s>,1
Helsinborg,Helsinborg,question: Face a quelle equipe le FV Internazionale Milano est il elimine du tour preliminaire de la Ligue des champions ? </s>,1
de l'éducation et de l'origine de,de l'éducation et de l'origine de,question: De quoi depend avant tout le caractere? </s>,1
Il fut secrétaire permanent du Syndicat national des instituteurs,Il fut secrétaire permanent du Syndicat national des instituteurs,question: Quels fonctions James Marange a-t-il exercees ? </s>,1
brune,brune,question: Quelle est la couleur des cheveux de Corinne ? </s>,2
Crédit agricole,Société générale,question: Quelle est la deuxieme banque francaise ? </s>,1
cinq ans,cinq ans,question: Quelle est la duree du financement prioritaire accorde pour l'enseignement obligatoire ? </s>,2
automobile,automobile,question: Quel est le secteur d'activite de PSA ? </s>,2
cette cousine des rois de Sardaigne e,cette cousine des rois de Sardaigne e,question: Qui etait une femme d'age mur ? </s>,1
Racing Club de Roubaix,le Racing Club de Roubaix,question: Quel club de football francais remporte cinq fois le championnat national dans les annees 1900? </s>,2
le réseau de lignes à grande vitesse,le réseau de lignes à grande vitesse,question: Quel reseau ferroviaire les navettes pourraient utiliser dans la proposition de Pierre Serne ? </s>,1
10 Downing Street,10 Downing Street,question: Ou loge le premier ministre modlu? </s>,1
rénovation de l'architecture pré-communiste,rénovation de l'architecture pré-communiste,question: Quelle politique architecturale est mise en place aujourd'hui a Moscou ? </s>,1
Conseil fédéral,Conseil fédéral,question: Quel nom porte la principale instance du pouvoir executif de la confederation Helvetique? </s>,1
en s'attribuant à eux-même,en s'attribuant à eux-même,question: Comment fraude certains compositeurs ? </s>,1
trois buts à un,trois buts à un sur,question: Resultat de tourcoing </s>,1
normes des stades Élite UEFA,normes des stades Élite UEFA,"question: A quelle homologation peut pretendre le stade, si ce n'est deja le cas ? </s>",1
modèle,modèle,question: Qu'est-ce qu'etait l'ANVAR pour l'aide a l'innovation ? </s>,1
de 1635 à 1698,1635 à 1698,question: Quand a lieu la guerre contre l’Espagne ? </s>,1
que le secret professionnel que le solicitor doit à ses clients n,que le secret professionnel que le solicitor doit à ses clients n,question: Quel est la crainte de certains vis a vis de la privatisation des cabinets de solliciteurs ? </s>,1
Richter,Richter,question: Qui est mort en juillet ? </s>,1
"leur histoire, leur dispersion et leurs retrouv","leur histoire, leur dispersion et leurs retrouv",question: Qu'est ce que le couple d'Evangeline et Gabriel represente-t-il pour les acadiens ? </s>,2
chimie moderne,chimie moderne,question: De quelle discipline Antoine Lavoisier etait l’un des peres ? </s>,2
assassassine,assassine,question: Qu’a fait Constant d’Aubigne a sa premiere epouse ? </s>,2
Viroin,le versant nord de la vallée du Viroin,question: Dans quelle vallee est-elle situee ? </s>,1
autant de joueurs qu'elles désirent,autant de joueurs qu'elles désirent,question: A combien de joueurs peuvent faire appel les franchises NBA ? </s>,1
les Vendéens et les Chouans lan,les Vendéens et les Chouans lan,question: Quelle initiative des blancs surprit les bleus au debut du second jour de la bataille de Savenay? </s>,1
assaut direct,l'orgueilleux rocher,question: Quelle metaphore est utilisee pour l'imposante forteresse ? </s>,1
il ne put y rester longtemps,le général Junot dut évacuer le Portugal,question: Comment evolua la situation sur le theatre des operations lusitanien? </s>,1
Francis Bouygues,Francis Bouygues,question: Qui a tente d'evincer Marlyse de la chaine de television TF1 ? </s>,1
le Yunnan,le Yunnan,question: Quelle etait la zone d'influence de la France consecutivement aux Traites inegaux? </s>,2
60 000,60 000 personnes,question: combien de personnes tuees par l'armee sud-coreenne ? </s>,1
vingt-quatre kilomètres au sud-ouest de Paris-Not,à vingt-quatre kilomètres au sud-ouest de Paris,question: A combien de kilometres de Paris se trouvent les Ulis ? </s>,1
Bermudes,Bermudes,question: ou a ete adopte la loi retablissant l'interdiction du mariage homosexuel ? </s>,2
la rupture des relations diplomatiques entre la Bulgarie et,la rupture des relations diplomatiques entre la Bulgarie et,question: Qu'est-ce qui a provoque la nomination d'une delegation par l'Assemblee ? </s>,1
Pour être plus sûr de la position de ses prames e,Pour être plus sûr de la position de ses prames e,question: Pourquoi d'Arcon participe-t-il a l'assaut ? </s>,1
1997-1998,1997-1998,question: En quel annee Brodeur termine la saison avec 43 victoires ? </s>,1
défendre contre les herbivores,défendre contre les herbivores,question: A quoi servent les glucosinolates ? </s>,1
le chant du cygne du musicien,le chant du cygne du musicien,question: Que represente les trois dernieres œuvres de Mahler ? </s>,2
Samuel Rajzman et Franciszek Zabecki,Samuel Rajzman et Franciszek Zabecki,question: Qui sont les temoins survivants du camp ? </s>,2
le calendrier musulman,le calendrier musulman,question: Qu'est-ce qui s'appuie sur l'observation humaine de la lune ? </s>,2
Pôle Nord,du Pôle Nord,question: De quel pole le canada est-il le plus proche ? </s>,1
par post murum,par post murum,question: Quelle est l’origine de pomerium selon Plutarque ? </s>,1
"Franz Liszt, Béla Bartók","Franz Liszt, Béla Bartók",question: Qui sont les compositeurs qui temoignent de l'emergence de la musique hongroise sous l'influence de la musique classique ? </s>,1
grâce à ses uvres de vulgarisation décri,grâce à ses uvres de vulgarisation décri,question: Comment a-t-il acquis sa renomme ? </s>,1
à l'est jusqu'au Rhin,à l'est jusqu'au Rhin,"question: A l'issu du traite, jusqu'ou les frontieres avancent-elles ? </s>",1
170 sites du Sud Liban,Ces bombes sont réparties sur 170 sites du Sud,question: Quel est l'ampleur de la dispersion de l'arme impliquee ? </s>,1
les autorités allemandes,les autorités allemandes,question: Qui donne son pouvoir a Paul ? </s>,1
américain,américain,question: Quelle est la nationalite de Katie Ledecky? </s>,1
moins riches en glucosinolates,moins riches en glucosinolates,question: Pourquoi a t-on fait evoluer les varietes de choux ? </s>,1
"17 mornilles, soit 493 Noises","Un gallion vaut 17 mornilles, soit 493 Noise",question: A combien peut-on evaluer un gallion ? </s>,2
"5,72 %","5,72 %",question: Combien de voix obtient arlette Laguiller en 2002 ? </s>,2
1838,1838,question: En quelle annee Ernest-Charles Lasegue a-t-il obtenu son diplome de lettres ? </s>,2
l’expédition de Petite Kabylie,l’expédition de Petite Kabylie,question: Quelle expedition qui permit a Leroy de Saint-Arnaud de devenir general de division eut lieu en 1851 ? </s>,1
"la technique simple, naturelle et aisée de la M","la technique simple, naturelle et aisée de la M",question: Comment peut-on acceder a la pure conscience ? </s>,1
un système présidentiel et un système parlementaire,un système présidentiel et un système parlementaire,question: Quelles caracteristiques institutionnelles contraires sont amalgues dans le systeme du Conseil federal? </s>,1
médecin consultant dans de nombreux hôpitaux new-yor,médecin consultant dans de nombreux hôpitaux new-yor,question: Ou a-t-il effectue ses activites de consultant ? </s>,1
PPC,PPC,question: Quel est l'acronyme de pression positive continue </s>,2
en partie à cause du statut de Coco Chanel et,"Coco Chanel, souffrit malencontreusement d'un",question: Qu'est ce qui est a l'origine d'une peau pigmentee par le soleil comme attribut de mode ? </s>,1
la bataille de Beauport,la bataille de Beauport,question: Quelle bataille les Anglais perdent ils ? </s>,1
rive gauche,rive gauche,question: De quel cote du Dniestr est situee la Transnistrie ? </s>,2
neushoorn,neushoorn,question: Comment appele-t-on rhinoceros en neerlandais ? </s>,1
communiste,communiste,question: Quelle est la sensibilite politique de Joseph Staline ? </s>,2
pas imposé,pas imposé,question: Ce systeme politique sera-t-il impose aux citoyens ? </s>,1
50 km/h,50 km/h,question: A quelle vitesse maximale peuvent se deplacer les rhinoceros les plus rapides ? </s>,2
la seconde place,la seconde place,question: Quelle est la position obtenue par l'entraineur a la fin du championnat ? </s>,1
un blocus et un bombardement soutenu,un blocus et un bombardement soutenu,question: Qu'a subi la garnison britannique lors du siege ? </s>,1
coffre fort de Drax,coffre fort de Drax,question: Ou sont caches les plans recherches par Bond ? </s>,1
"matelas pneumatique à réflecteur incorporé, parasol","matelas pneumatique à réflecteur incorporé, parasol",question: Le commerce autour du bronzage se limite-t-il aux seules cremes solaires ? </s>,1
instrument,instrument,question: qu'est ce que le mridang? </s>,2
neuf enfants,neuf enfants,question: Combien d'enfants avaient les parents de Jean Chaintron ? </s>,2
onze ans,onze ans,question: Quel age avait Harry Potter quand on lui a offert Chouette ? </s>,2
sud-ouest,région des Grands Lacs,question: Ou est l'Ouganda ? </s>,1
Antoine et Cléopâtre,Antoine et Cléopâtre,question: Quelle œuvre de Shakespeare est similaire a La Mort et l'ecuyer du roi de par sa composition ? </s>,1
Sa peine étant prescrite,Sa peine étant prescrite,question: Pourquoi Paul ne purge-t-il pas sa peine? </s>,1
la Finlande,la Finlande,question: Contre quel nation le Canada echoue-t-il a obtenir la medaille de bronze ? </s>,2
George Steiner,George Steiner,question: Qui a proclame la fin de l'essence du tragique dans la litterature ? </s>,1
république socialiste soviétique,république socialiste soviétique de Moldavie,question: Qu'est-ce que la Rssm ? </s>,1
la France,la France,question: Qui prend la tete de l'initiative ? </s>,2
"l'immobilier, les marchandises, et","l'immobilier, les marchandises, et",question: Quelles etaient les activites principales de l'Ancienne bourse ? </s>,2
un schéma ou une photographie,un schéma ou une photographie,question: Pour quels documents l'auteur doit-il tout de meme prevenir son editeur lorsqu'il souhaite les reutiliser ? </s>,1
truqués des milliers de personnes,truqués,question: Quel adjectif peut-on donner au proces de Moscou ? </s>,1
Juan Pablo Simons,Juan Pablo Simons,question: Quel est l'alias de Van Aerschodt ? </s>,1
38 millions,38 millions,question: Combien de Polonais vivent sur Terre? </s>,1
cyborg tueur,cyborg tueur,question: qu'est ce qu'un terminator? </s>,1
en donnant asile à des corsaires américains,en donnant asile à des corsaires américains,question: Comment les Provinces-Unies ont elles fache la couronne d'Angleterre ? </s>,1
en 1795,en 1795,question: Quand la cloche est-elle ramenee d’Amsterdam ? </s>,2
ministre déléguée,ministre déléguée,question: Quel rang occupe Yamina Benguigui ? </s>,1
l'ancien circuit de Formule 1 de Jacarepag,l'ancien circuit de Formule 1 de Jacarepag,question: Qu'est-ce qui a ete ferme et demoli ? </s>,1
en 1891,en 1891,question: A quelle date l’eglise a-t-elle ete renovee ? </s>,1
2016,2016,question: En quelle annee le groupe Rainbow s'est-il separe ? </s>,1
