prediction,goldlabel,questions,passages_len
intermediaires,chaque année,question: A quelle fréquence les fermiers s'engagent-ils à payer des impôts ? </s>,1
2 modes de traction,17,question: combien font 4x4+1 </s>,1
Beni Abbes et des Mokrani,du royaume des Beni Abbès et des,question: De qui les Bibans sont ils le domaine ? </s>,1
28,28,question: Combien de maisons ont été détruites pour aménager le marché d'échanges de marchandises ? </s>,1
virus ou les plasmides,les virus ou les plasmides,question: Quels types de vecteurs peuvent servir d'hôte pour le clônage de fragments d'ADN ? </s>,1
calcine,la généralisation des procédés de vitrification,question: Quelle caractéristique permet de rentabiliser la production de laitier? </s>,1
66 ans,à l'âge de 66 ans,question: Quand meurt Sergueï Paradjanov ? </s>,1
1100,les années 1100,"question: A quelle date a été créé le terme ""hongre""? </s>",1
a Winterfell,Winterfell,question: Où se trouve le siège de la maison Stark? </s>,1
plus de 500 ans,plus de 500 ans,question: Combien de temps la dynastie BUTLER y a vécu ? </s>,1
Ristorante Orologio,dans le Ristorante Orologio,question: Où les membres fondateurs se sont ils réunis pour créer le FC Internazionale Milano ? </s>,1
en concevant des peripheriques pour ordinateur,le seul spécialiste en développement de jeux vidéo,question: Pourquoi est-il employé par HAL ? </s>,1
deuxieme,deuxième,question: combien de coupe Stanley a remporté les devils ? </s>,1
Olympique de Marseille,l'Olympique de Marseille,question: Contre quelle équipe le FC Internazionale Milano est il éliminé en coupe de l'UEFA durant la saison 2003-2004 ? </s>,1
John Connor,chef de la résistance humaine contre les machines,question: quel est l'autre nom de john connor? </s>,1
a un juge appele l'official,à un juge appelé l'official,question: A qui les évêques délèguent-ils leurs fonctions judiciaires? </s>,1
Pasolini,Pasolini,question: Quel réalisateur a influencé Sergueï Paradjanov ? </s>,1
Ce systèmee ne perdura guere longtemps,Ce système ne perdura guère longtemps,question: Le système des turcies et levées a-t-il duré longtemps ? </s>,1
Simon de Montfort,Simon de Montfort,question: Qui était chargé de continuer la lutte en 1209? </s>,1
Augarin Haldane,Augarin Haldane,question: Qui fut le premier souverain du royaume de Gwynedd ? </s>,1
sur,détective,question: quel est le métier de Holmes ? </s>,1
1991,en 1991,question: Quand le Billboard magazine est il passé d'un système de remontée manuelle des ventes à un système de remontée automatique ? </s>,1
Paul Van Zeeland,tête,question: Qui est Léon Degrelle ? </s>,1
en courant,en courant,question: Comment le prince tente t-il de regagner sa monture ? </s>,1
cheval,un chat,question: Avec les poil de quel animal Hermione confond elle les cheveux de Millicent? </s>,1
Albert Pyun,Crâne rouge,question: Qui est le chef dHYDRA dans  le film Captain America ? </s>,1
1972 a 1973,1973,question: quand est-ce que Boutang a obtenu sa thèse </s>,1
hebdomadaire,l'Oricon hebdomadaire,"question: Dans quel classement le single ""Yes"" a-t-il été en troisième position ? </s>",1
18 ans,18 ans,question: A quel âge fait-il une tournée au Japon? </s>,1
Alberto Azzo II d'Este,un seigneur d'Italie septentrionale,question: Qui est Albertazzo II ? </s>,1
"les magasins, les restaurants et les salons de be",usines,question: Dans quels établissements les femmes furent principalement employées ? </s>,1
21 ans,18 ans,question: A partir de quel âge peut-on voter en 1974 ? </s>,1
Anne Boleyn,Anne Boleyn,question: Qui était la 2ème épouse du roi Henri VIII? </s>,1
14 ans,14 ans,question: A partir de quel âge est-il devenu client chez un vendeur de deux roues ? </s>,1
1812,1812,question: En quelle année les Cortes adoptent la première Constitution espagnole ? </s>,1
des accouplements avec les femelles immat,des accouplements,question: Que tentent de mimer les mâles non-mûrs ? </s>,1
farfadets,farfadets,question: Quel phénomène a été retenu par erreur d'accidents inexpliqués ? </s>,1
en 1882,1906,question: Quand a eu lieu le premier match officiel du l'équipe de France de rugby ? </s>,1
Bermudes,Bermudes,question: où a été adopté la loi rétablissant l'interdiction du mariage homosexuel ? </s>,1
a differents champs d'interrogation philosoph,la substance,question: A quoi peut-être associé le concept d'absolu en philosophie ? </s>,1
valse de Westminster,valse,question: Quelle danse est associée à Dolores Ombrage dans L’Ordre du Phénix ? </s>,1
cancer du sein,d'un cancer du sein,question: De quoi est décédée la belle-mère de Maria Popesco ? </s>,1
rois des Romains,les rois des Romains,question: Qui a conféré des droits souverains aux évêques ? </s>,1
20 millions,église moderne,"question: Au 20 ème siécle, quelle version de notre dame de guadalupe a été construite ? </s>",1
boussole,Cette « boussole » peut être chez certaines,question: Comment les animaux font pour étalonner leur compas magnétique ? </s>,1
30,30,question: Combien d'essais Philippe Sell a-t-il marqué en sélection ? </s>,1
Spifrance,Oséo,question: Comment s'appelait avant la banque publique d'investissement ? </s>,1
Antoinette de Pons,Jésuites,question: Qui apporte une aide financière à Poutrincourt ? </s>,1
Memramcook,le séminaire Saint-Thomas,question: Comment s'appelle le premier établissement d'enseignement supérieur de langue française ? </s>,1
durant de vraies missions,d'octobre 2012 à mars 2013,question: Pendant quelle période les fusils remplaçant le M4 sont-ils testés ? </s>,1
Christophe Beaux,Christophe Beaux,question: Qui a été nommé membre du Conseil d'administration de France Télévisions en février 2011 ? </s>,1
le juge des tutelles,sur,question: Avec qui Paul parlait encore en Belgique? </s>,1
l’éducation physique est indissociable de l,la présence de plusieurs gymnases au sein de la cité,"question: dans le monde grec, qu'est-ce qui montre que l'éducation physique est aussi importante que l'éducation civique </s>",1
1837,1837,question: En quelle année Leroy de Saint-Arnaud est-il devenu capitaine ? </s>,1
ils n'etaient pas représentes politiquement,parce qu'ils n'étaient pas représentés politiquement,question: Pourquoi les colons américains ont-ils refusé de payer les taxes nouvellement votées ? </s>,1
"argent, cloisonnes de fils ou fili","bracelets de bras ou de chevilles, les bo",question: quels sont les bijoux fabriqués en Kabylie ? </s>,1
dose letale mediane,la dose létale médiane,question: Qu'est-ce qui n'existe pas pour les OGM ? </s>,1
phenomenologie,phénoménologie,question: qu'est-ce que la phaneroscopy pour peirce? </s>,1
memes mecanismes de corruption que les entreprises du secteur formel,contourner la corruption de l’administration,question: Que veulent les acteurs qui s'inscrivent dans l'économie informelle ? </s>,1
Ottomans,Ottomans,question: Contre quel ennemi les Ouled Daoud ont ils protéger leur territoire ? </s>,1
Bilecik,Söüt,question: Quelle est la ville d'origine de l'empire ottoman ? </s>,1
stoiciste,stociste,question: A quel genre de poème ressemble Invictus? </s>,1
Singer Manufacturing Company,la Singer Manufacturing Company,question: Quelle entreprise fabrique les machines à coudre singer ? </s>,1
sous l'egide du Parti du mouvement de l,unique,question: Est une régime à parti unique ou multipartisme? </s>,1
hyperboloides,hyperbolodes,question: Quel est la forme géométrique de la tour Choukhov ? </s>,1
1955,en 1955,question: En quelle année la diffusion des Looney Tunes s'est faite sur les chaines de télévision ? </s>,1
FK Sarajevo,FK Rudar Prijedor,question: Quel est le nom de la première équipe de football ayant bénéficié du prêt du joueur Vladimir ? </s>,1
Pierre Chrysologue,"plusieurs théologiens, dont saint Pierre Chrysologue",question: Qui a utilisé la parabole du fils prodigue dans des enseignements sur le judaïsme et l'Eglise ? </s>,1
KdF Wagen,Kübelwagen,question: Quel le nom de l'équivalent allemand de la Jeep ? </s>,1
hauteur de la carapace,hauteur de la carapace,question: Qu'est-ce qui permet aux tortues des plus grandes îles de stocker de la graisse ? </s>,1
1955,1955,question: En quelle année les conventions franco-tunisiennes sont reconnues par le congrès du Néo-Destour ? </s>,1
l'echec de ses tentatives d'all,"exaspérés par la peste bovine, les exactions",question: Pourquoi est-ce que les Hereros préférer prendre leurs distances des Allemands ? </s>,1
element 120,ununennium,question: Quel est le nom de l’élément 119 du tableau périodique ? </s>,1
changer de politique et de reformer les institutions afin de stabil,prendre en compte les traditions et cultures régionales propre,question: Que n'ont pas été capables de faire les responsables de Qin selon les historiens ? </s>,1
se qualifiaient pour le championnat,les séries éliminatoires,question: Qu'est-ce que rate la franchise pour la première fois de son histoire ? </s>,1
roi Denis,l'ordre du Temple,question: Quel créancier du roi fut supprimé en 1312 ? </s>,1
Glasgow Warriors et Edimbourg Rugby,les Glasgow Warriors et Édimbourg Rugby,question: Quelles équipes écossaises jouent dans la coupe d'Europe de rugby à XV? </s>,1
legumes et cereales,cuisine méditerranéenne et sahar,question: Quelles sont les influences présentes dans la cuisine algérienne ? </s>,1
Pierre Dugua de Mons,Pierre Dugua de Mons,question: Qui a créé la colonie de l'Acadie ? </s>,1
qualite,mais les voitures importées se révélaient plus prestigieuses,question: Pour quelle raison principale les ventes de voitures UAZ avaient baissé ? </s>,1
Gustave Dore,Édouard Manet,question: Quel peintre célèbre a illustré une histoire connue de Poe ? </s>,1
Lord Bradburn,Lord Bradburn,question: Qui est le gouverneur de Belatona ? </s>,1
quatre pieds,une coudée et demie,question: Quelle est la largeur de l’arche d’alliance ? </s>,1
Centuripe,près de Centuripe,question: Où le mont Scalpello se trouve-t-il ? </s>,1
Arambe Productions,Bisi Adigun,question: Qui a dirigé la mise en scène au Terra Kulture Theatre Arena de Lagos ? </s>,1
aminosides,antibiotique,question: Quelle classe de médicament bloquant ou détruisant la croissance des bactérie a été découverte entre les deux guerres mondiales ? </s>,1
une dizaine de personnes se reunit afin de fonder un nouveau,incidents,question: que s'est-t-il passé lors du match Gueugnon RCS en 90 ? </s>,1
royaume de France,royaume de France,question: Quel pays européen fut un allié diplomatique de l'empire ottoman ? </s>,1
Malik Sadur-ud-Din,Chah Mir,question: En 1339 qui établit la dynastie du Chah Mir ? </s>,1
source d'inspiration,Les 2 Minutes du peuple,question: Qu'a fait François Pérusse ? </s>,1
"12,67 metres",7 mètres,question: Combien mesure le Bouddha Sakyamouni ? </s>,1
Strasbourg,Paris,question: De quelle ville est-elle élue </s>,1
par une ordonnance de Louis-Philippe,par une ordonnance de Louis-Philippe,question: Comment est créée la faculté des lettres d'Aix ? </s>,1
dans l'Edda de Snorri,Edda de Snorri,question: Où sont conservés les poèmes scaldiques ? </s>,1
Desireux de le servir et de suivre ses enseignement,sa mort,question: Pourquoi Maharishi cesse-t-il d'être le secrétaire de Guru Dev ? </s>,1
Toile,dédale que surplombe les hautes tours noires,question: où se cachent les créatures immondes et monstrueuses de Commoragh ? </s>,1
2,troisième,question: Combien de championnats l’Inter a-t-elle gagné ? </s>,1
ils incarnent un personnage gentil ou mechant,les catcheurs,question: QUI SONT LES GENTILS ET LES MECHANTS ? </s>,1
UMP,UMP,question: Quelle est l'affiliation politique de François Grosdidier ? </s>,1
Sofiana,envers son neveu Liam Lajos II,question: Envers qui Matyas fait preuve d'une fidélité inconditionnelle </s>,1
l'odorat,L'odorat,question: Quel est le sens le plus développé chez le rhinocéros blanc ? </s>,1
forces de police,forces de police,question: Qui sont les premiers utilisateurs de la UAZ ? </s>,1
1777,à partir de 1777,question: Quand des pays tiers sont ils intervenus dans la guerre d'indépendance américaine ? </s>,1
bataille du cap Gata,un boulet,question: Qu'est-ce qui a causé la mort du Rais Hamidou ? </s>,1
Les soldats,les Anglais,question: Qui sont les habitants de la puissance victorieuse ? </s>,1
dystrophies angioplasiques congenitales,dystrophies angioplasiques congénitales,question: Quel est le cadre de la maladie de Pascal ? </s>,1
Alexandre Micka,Alexandre Micka,question: Qui est à l'origine de la recette de la tarte tropézienne ? </s>,1
l'apres-midi du sous une terrible tempet,une terrible tempête de neige,question: Quel temps fait-il quand le train No 5 part d'Erié le 29 décembre 1876 ? </s>,1
